"Congress" "states_served" "is_slaveholder" "count"
"817" 24 "NJ" "unknown" 6
"818" 24 "NY" "false" 34
"819" 24 "NY" "true" 1
"820" 24 "NY" "unknown" 10
"821" 24 "OH" "false" 14
"822" 24 "OH" "unknown" 7
"823" 24 "PA" "false" 31
"824" 24 "PA" "unknown" 1
"825" 24 "RI" "false" 4
"826" 24 "SC" "true" 13
"827" 24 "TN" "true" 12
"828" 24 "TN" "unknown" 3
"829" 24 "VA" "false" 1
"830" 24 "VA" "true" 24
"831" 24 "VT" "false" 5
"832" 24 "VT" "unknown" 2
"833" 25 "AL" "true" 7
"834" 25 "AL" "unknown" 1
"835" 25 "AR" "true" 3
"836" 25 "CT" "false" 5
"837" 25 "CT" "unknown" 3
"838" 25 "DE" "false" 2
"839" 25 "DE" "true" 1
"840" 25 "FL" "unknown" 1
"841" 25 "GA" "true" 10
"842" 25 "GA" "unknown" 2
"843" 25 "IA" "false" 1
"844" 25 "IL" "false" 3
"845" 25 "IL" "true" 2
"846" 25 "IN" "false" 6
"847" 25 "IN" "unknown" 3
"848" 25 "KY" "false" 1
"849" 25 "KY" "true" 12
"850" 25 "KY" "unknown" 2
"851" 25 "LA" "true" 5
"852" 25 "MA" "false" 13
"853" 25 "MA" "unknown" 1
"854" 25 "MD" "true" 10
"855" 25 "MD" "unknown" 2
"856" 25 "ME" "false" 10
"857" 25 "ME" "true" 1
"858" 25 "ME" "unknown" 1
"859" 25 "MI" "false" 3
"860" 25 "MI,IA,WI" "true" 1
"861" 25 "MO" "true" 3
"862" 25 "MO" "unknown" 1
"863" 25 "MS" "true" 7
"864" 25 "MS" "unknown" 1
"865" 25 "NC" "true" 12
"866" 25 "NC" "unknown" 3
"867" 25 "NC,AL" "true" 1
"868" 25 "NH" "false" 5
"869" 25 "NH" "unknown" 2
"870" 25 "NH,MA" "false" 1
"871" 25 "NJ" "false" 5
"872" 25 "NJ" "true" 1
"873" 25 "NJ" "unknown" 2
"874" 25 "NY" "false" 28
"875" 25 "NY" "true" 4
"876" 25 "NY" "unknown" 12
"877" 25 "OH" "false" 20
"878" 25 "OH" "unknown" 4
"879" 25 "PA" "false" 28
"880" 25 "PA" "unknown" 4
"881" 25 "RI" "false" 4
"882" 25 "SC" "false" 1
"883" 25 "SC" "true" 11
"884" 25 "TN" "true" 13
"885" 25 "TN" "unknown" 4
"886" 25 "VA" "false" 1
"887" 25 "VA" "true" 24
"888" 25 "VT" "false" 6
"889" 25 "VT" "unknown" 1
"890" 25 "WI" "false" 1
"891" 26 "AL" "true" 6
"892" 26 "AR" "true" 3
"893" 26 "CT" "false" 9
"894" 26 "CT" "unknown" 1
"895" 26 "DE" "false" 1
"896" 26 "DE" "true" 2
"897" 26 "FL" "unknown" 1
"898" 26 "GA" "true" 12
"899" 26 "IA" "false" 2
"900" 26 "IL" "false" 3
"901" 26 "IL" "true" 2
"902" 26 "IN" "false" 8
"903" 26 "IN" "unknown" 2
"904" 26 "KY" "false" 1
"905" 26 "KY" "true" 15
"906" 26 "LA" "true" 6
"907" 26 "MA" "false" 17
"908" 26 "MD" "true" 11
"909" 26 "ME" "false" 6
"910" 26 "ME" "true" 1
"911" 26 "ME" "unknown" 3
"912" 26 "MI" "false" 3
"913" 26 "MO" "true" 4
"914" 26 "MO" "unknown" 1
"915" 26 "MS" "true" 4
"916" 26 "NC" "true" 14
"917" 26 "NC" "unknown" 3
"918" 26 "NC,AL" "true" 1
"919" 26 "NH" "false" 6
"920" 26 "NH" "unknown" 1
"921" 26 "NH,MA" "false" 1
"922" 26 "NJ" "false" 5
"923" 26 "NJ" "true" 1
"924" 26 "NJ" "unknown" 2
"925" 26 "NY" "false" 29
"926" 26 "NY" "true" 2
"927" 26 "NY" "unknown" 12
"928" 26 "OH" "false" 14
"929" 26 "OH" "unknown" 7
"930" 26 "OH,CA" "false" 1
"931" 26 "PA" "false" 28
"932" 26 "PA" "unknown" 5
"933" 26 "RI" "false" 4
"934" 26 "SC" "false" 1
"935" 26 "SC" "true" 11
"936" 26 "TN" "true" 12
"937" 26 "TN" "unknown" 5
"938" 26 "VA" "true" 24
"939" 26 "VA" "unknown" 1
"940" 26 "VT" "false" 5
"941" 26 "VT" "unknown" 2
"942" 26 "WI" "false" 1
"943" 27 "AL" "true" 7
"944" 27 "AR" "true" 3
"945" 27 "CT" "false" 8
"946" 27 "DE" "false" 2
"947" 27 "DE" "true" 1
"948" 27 "FL" "true" 1
"949" 27 "GA" "true" 14
"950" 27 "GA" "unknown" 1
"951" 27 "IA" "false" 1
"952" 27 "IL" "false" 3
"953" 27 "IL" "true" 2
"954" 27 "IN" "false" 8
"955" 27 "IN" "unknown" 1
"956" 27 "KY" "true" 15
"957" 27 "KY" "unknown" 1
"958" 27 "LA" "true" 6
"959" 27 "MA" "false" 16
"960" 27 "MD" "true" 9
"961" 27 "MD" "unknown" 2
"962" 27 "ME" "false" 6
"963" 27 "ME" "true" 1
"964" 27 "ME" "unknown" 3
"965" 27 "MI" "false" 3
"966" 27 "MO" "true" 3
"967" 27 "MO" "unknown" 1
"968" 27 "MS" "true" 3
"969" 27 "MS,CA" "true" 1
"970" 27 "NC" "true" 14
"971" 27 "NC" "unknown" 2
"972" 27 "NC,AL" "true" 1
"973" 27 "NH" "false" 6
"974" 27 "NH" "unknown" 2
"975" 27 "NJ" "false" 7
"976" 27 "NJ" "true" 1
"977" 27 "NJ" "unknown" 1
"978" 27 "NY" "false" 33
"979" 27 "NY" "true" 1
"980" 27 "NY" "unknown" 9
"981" 27 "OH" "false" 14
"982" 27 "OH" "unknown" 6
"983" 27 "OH,CA" "false" 1
"984" 27 "PA" "false" 32
"985" 27 "PA" "unknown" 4
"986" 27 "RI" "false" 5
"987" 27 "SC" "false" 1
"988" 27 "SC" "true" 12
"989" 27 "SC" "unknown" 1
"990" 27 "TN" "true" 11
"991" 27 "TN" "unknown" 3
"992" 27 "VA" "true" 24
"993" 27 "VT" "false" 5
"994" 27 "VT" "true" 1
"995" 27 "VT" "unknown" 2
"996" 27 "WI" "true" 1
"997" 28 "AL" "true" 9
"998" 28 "AR" "true" 4
"999" 28 "CT" "false" 4
"1000" 28 "CT" "unknown" 2
"1001" 28 "DE" "false" 2
"1002" 28 "DE" "true" 1
"1003" 28 "FL" "true" 1
"1004" 28 "GA" "true" 13
"1005" 28 "IA" "false" 1
"1006" 28 "IL" "false" 8
"1007" 28 "IL" "true" 2
"1008" 28 "IN" "false" 11
"1009" 28 "IN" "unknown" 1
"1010" 28 "KY" "true" 11
"1011" 28 "KY" "unknown" 1
"1012" 28 "LA" "true" 7
"1013" 28 "MA" "false" 13
"1014" 28 "MD" "false" 1
"1015" 28 "MD" "true" 4
"1016" 28 "MD" "unknown" 3
"1017" 28 "ME" "false" 7
"1018" 28 "ME" "true" 1
"1019" 28 "ME" "unknown" 1
"1020" 28 "MI" "false" 5
"1021" 28 "MO" "true" 8
"1022" 28 "MS" "true" 6
"1023" 28 "NC" "true" 10
"1024" 28 "NC" "unknown" 1
"1025" 28 "NC,AL" "true" 1
"1026" 28 "NH" "false" 5
"1027" 28 "NH" "unknown" 1
"1028" 28 "NJ" "false" 4
"1029" 28 "NJ" "true" 1
"1030" 28 "NJ" "unknown" 2
"1031" 28 "NY" "false" 32
"1032" 28 "NY" "unknown" 8
"1033" 28 "OH" "false" 19
"1034" 28 "OH" "true" 1
"1035" 28 "OH" "unknown" 4
"1036" 28 "OH,CA" "false" 1
"1037" 28 "PA" "false" 24
"1038" 28 "PA" "unknown" 4
"1039" 28 "PA,MN" "false" 1
"1040" 28 "RI" "false" 4
"1041" 28 "RI" "unknown" 1
"1042" 28 "SC" "false" 1
"1043" 28 "SC" "true" 9
"1044" 28 "TN" "true" 11
"1045" 28 "TN" "unknown" 2
"1046" 28 "VA" "true" 19
"1047" 28 "VT" "false" 5
"1048" 28 "VT" "unknown" 1
"1049" 28 "WI" "true" 1
"1050" 29 "AL" "true" 10
"1051" 29 "AL" "unknown" 1
"1052" 29 "AR" "true" 4
"1053" 29 "CT" "false" 5
"1054" 29 "CT" "unknown" 1
"1055" 29 "DE" "true" 3
"1056" 29 "FL" "true" 3
"1057" 29 "FL" "unknown" 1
"1058" 29 "GA" "true" 10
"1059" 29 "IA" "false" 3
"1060" 29 "IL" "false" 7
"1061" 29 "IL" "true" 2
"1062" 29 "IL,OR" "false" 1
"1063" 29 "IN" "false" 11
"1064" 29 "IN" "true" 1
"1065" 29 "KY" "true" 12
"1066" 29 "LA" "true" 8
"1067" 29 "MA" "false" 12
"1068" 29 "MD" "false" 1
"1069" 29 "MD" "true" 7
"1070" 29 "ME" "false" 8
"1071" 29 "ME" "true" 1
"1072" 29 "MI" "false" 5
"1073" 29 "MO" "true" 8
"1074" 29 "MS" "true" 7
"1075" 29 "NC" "true" 11
"1076" 29 "NC" "unknown" 1
"1077" 29 "NC,MS" "true" 1
"1078" 29 "NH" "false" 6
"1079" 29 "NH" "unknown" 1
"1080" 29 "NH,MA" "false" 1
"1081" 29 "NJ" "false" 6
"1082" 29 "NJ" "unknown" 2
"1083" 29 "NY" "false" 31
"1084" 29 "NY" "unknown" 6
"1085" 29 "OH" "false" 19
"1086" 29 "OH" "unknown" 4
"1087" 29 "PA" "false" 20
"1088" 29 "PA" "true" 1
"1089" 29 "PA" "unknown" 5
"1090" 29 "PA,MN" "false" 1
"1091" 29 "RI" "false" 4
"1092" 29 "SC" "false" 1
"1093" 29 "SC" "true" 10
"1094" 29 "TN" "true" 11
"1095" 29 "TN" "unknown" 3
"1096" 29 "TN,TX" "true" 1
"1097" 29 "TX" "false" 1
"1098" 29 "TX" "true" 2
"1099" 29 "VA" "true" 18
"1100" 29 "VA,WV" "true" 1
"1101" 29 "VT" "false" 5
"1102" 29 "VT" "unknown" 1
"1103" 29 "WI" "false" 1
"1104" 3 "CT" "false" 6
"1105" 3 "CT" "true" 4
"1106" 3 "DE" "true" 2
"1107" 3 "DE" "unknown" 2
"1108" 3 "GA" "false" 1
"1109" 3 "GA" "true" 1
"1110" 3 "GA" "unknown" 2
"1111" 3 "KY" "true" 3
"1112" 3 "MA" "false" 14
"1113" 3 "MA" "true" 1
"1114" 3 "MA" "unknown" 1
"1115" 3 "MD" "true" 9
"1116" 3 "MD" "unknown" 3
"1117" 3 "NC" "false" 1
"1118" 3 "NC" "true" 10
"1119" 3 "NC" "unknown" 1
"1120" 3 "NH" "false" 5
"1121" 3 "NH" "unknown" 1
"1122" 3 "NJ" "true" 4
"1123" 3 "NJ" "unknown" 4
"1124" 3 "NY" "false" 1
"1125" 3 "NY" "true" 11
"1126" 3 "PA" "false" 7
"1127" 3 "PA" "true" 7
"1128" 3 "PA,MD" "true" 1
"1129" 3 "RI" "false" 2
"1130" 3 "RI" "true" 2
"1131" 3 "SC" "true" 6
"1132" 3 "SC" "unknown" 2
"1133" 3 "SC,MD" "true" 1
"1134" 3 "TN" "unknown" 1
"1135" 3 "VA" "true" 20
"1136" 3 "VA" "unknown" 2
"1137" 3 "VA,KY" "true" 2
"1138" 3 "VT" "false" 4
"1139" 30 "AL" "true" 9
"1140" 30 "AL" "unknown" 1
"1141" 30 "AR" "true" 5
"1142" 30 "CT" "false" 5
"1143" 30 "CT" "unknown" 2
"1144" 30 "DE" "false" 1
"1145" 30 "DE" "true" 3
"1146" 30 "FL" "true" 3
"1147" 30 "GA" "true" 11
"1148" 30 "IA" "false" 3
"1149" 30 "IL" "false" 8
"1150" 30 "IL" "true" 1
"1151" 30 "IN" "false" 10
"1152" 30 "IN" "true" 1
"1153" 30 "IN" "unknown" 1
"1154" 30 "KY" "true" 12
"1155" 30 "KY" "unknown" 1
"1156" 30 "LA" "true" 6
"1157" 30 "MA" "false" 12
"1158" 30 "MD" "true" 6
"1159" 30 "MD" "unknown" 2
"1160" 30 "ME" "false" 11
"1161" 30 "MI" "false" 7
"1162" 30 "MI,IA,WI" "true" 1
"1163" 30 "MO" "true" 7
"1164" 30 "MS" "true" 5
"1165" 30 "MS" "unknown" 1
"1166" 30 "NC" "true" 10
"1167" 30 "NC" "unknown" 1
"1168" 30 "NC,AL" "true" 1
"1169" 30 "NC,MS" "true" 1
"1170" 30 "NH" "false" 6
"1171" 30 "NH,MA" "false" 1
"1172" 30 "NJ" "false" 6
"1173" 30 "NJ" "unknown" 1
"1174" 30 "NY" "false" 32
"1175" 30 "NY" "unknown" 6
"1176" 30 "OH" "false" 19
"1177" 30 "OH" "unknown" 4
"1178" 30 "PA" "false" 22
"1179" 30 "PA" "true" 1
"1180" 30 "PA" "unknown" 4
"1181" 30 "RI" "false" 4
"1182" 30 "SC" "false" 1
"1183" 30 "SC" "true" 11
"1184" 30 "TN" "true" 11
"1185" 30 "TN" "unknown" 2
"1186" 30 "TN,TX" "true" 1
"1187" 30 "TX" "false" 1
"1188" 30 "TX" "true" 2
"1189" 30 "VA" "true" 17
"1190" 30 "VA,WV" "true" 1
"1191" 30 "VT" "false" 5
"1192" 30 "VT" "unknown" 1
"1193" 30 "WI" "false" 4
"1194" 30 "WI" "true" 1
"1195" 30 "WI,MN" "false" 1
"1196" 31 "AL" "true" 7
"1197" 31 "AL" "unknown" 2
"1198" 31 "AR" "true" 3
"1199" 31 "CA" "false" 2
"1200" 31 "CA" "unknown" 1
"1201" 31 "CT" "false" 5
"1202" 31 "CT" "unknown" 1
"1203" 31 "DE" "false" 1
"1204" 31 "DE" "true" 2
"1205" 31 "FL" "true" 3
"1206" 31 "GA" "true" 9
"1207" 31 "GA" "unknown" 2
"1208" 31 "IA" "false" 4
"1209" 31 "IL" "false" 6
"1210" 31 "IL" "true" 1
"1211" 31 "IL,MN,MO" "false" 1
"1212" 31 "IL,OR" "false" 1
"1213" 31 "IN" "false" 9
"1214" 31 "IN" "true" 2
"1215" 31 "IN" "unknown" 1
"1216" 31 "KY" "true" 11
"1217" 31 "KY" "unknown" 1
"1218" 31 "LA" "true" 8
"1219" 31 "MA" "false" 10
"1220" 31 "MA" "unknown" 2
"1221" 31 "MD" "false" 1
"1222" 31 "MD" "true" 6
"1223" 31 "MD" "unknown" 3
"1224" 31 "ME" "false" 9
"1225" 31 "MI" "false" 5
"1226" 31 "MI,IA,WI" "true" 1
"1227" 31 "MO" "true" 6
"1228" 31 "MO" "unknown" 1
"1229" 31 "MS" "true" 6
"1230" 31 "MS,CA" "true" 1
"1231" 31 "NC" "true" 10
"1232" 31 "NC" "unknown" 1
"1233" 31 "NC,AL" "true" 1
"1234" 31 "NH" "false" 7
"1235" 31 "NH,MA" "false" 1
"1236" 31 "NJ" "false" 5
"1237" 31 "NJ" "unknown" 2
"1238" 31 "NY" "false" 32
"1239" 31 "NY" "true" 1
"1240" 31 "NY" "unknown" 3
"1241" 31 "OH" "false" 23
"1242" 31 "OH" "unknown" 3
"1243" 31 "OR" "false" 1
"1244" 31 "PA" "false" 25
"1245" 31 "PA" "unknown" 3
"1246" 31 "RI" "false" 4
"1247" 31 "SC" "false" 1
"1248" 31 "SC" "true" 12
"1249" 31 "TN" "false" 1
"1250" 31 "TN" "true" 11
"1251" 31 "TN" "unknown" 1
"1252" 31 "TN,TX" "true" 1
"1253" 31 "TX" "false" 1
"1254" 31 "TX" "true" 2
"1255" 31 "VA" "true" 17
"1256" 31 "VA" "unknown" 1
"1257" 31 "VT" "false" 6
"1258" 31 "VT" "unknown" 1
"1259" 31 "WI" "false" 4
"1260" 31 "WI" "true" 1
"1261" 31 "WI,MN" "false" 1
"1262" 32 "AL" "true" 8
"1263" 32 "AL" "unknown" 1
"1264" 32 "AR" "true" 3
"1265" 32 "CA" "unknown" 2
"1266" 32 "CT" "false" 5
"1267" 32 "CT" "unknown" 1
"1268" 32 "DE" "false" 1
"1269" 32 "DE" "true" 2
"1270" 32 "FL" "true" 3
"1271" 32 "GA" "true" 11
"1272" 32 "IA" "false" 2
"1273" 32 "IA" "true" 1
"1274" 32 "IL" "false" 7
"1275" 32 "IL" "true" 1
"1276" 32 "IL,MN,MO" "false" 1
"1277" 32 "IN" "false" 12
"1278" 32 "IN" "true" 1
"1279" 32 "IN" "unknown" 1
"1280" 32 "KY" "false" 1
"1281" 32 "KY" "true" 12
"1282" 32 "KY" "unknown" 2
"1283" 32 "LA" "false" 1
"1284" 32 "LA" "true" 5
"1285" 32 "MA" "false" 13
"1286" 32 "MA" "unknown" 2
"1287" 32 "MD" "false" 1
"1288" 32 "MD" "true" 5
"1289" 32 "MD" "unknown" 2
"1290" 32 "ME" "false" 10
"1291" 32 "MI" "false" 5
"1292" 32 "MI,IA,WI" "true" 1
"1293" 32 "MO" "true" 7
"1294" 32 "MS" "false" 1
"1295" 32 "MS" "true" 7
"1296" 32 "MS" "unknown" 1
"1297" 32 "MS,CA" "true" 1
"1298" 32 "NC" "true" 10
"1299" 32 "NC" "unknown" 1
"1300" 32 "NC,AL" "true" 1
"1301" 32 "NH" "false" 5
"1302" 32 "NH" "unknown" 1
"1303" 32 "NJ" "false" 5
"1304" 32 "NJ" "true" 1
"1305" 32 "NJ" "unknown" 1
"1306" 32 "NM" "unknown" 1
"1307" 32 "NY" "false" 32
"1308" 32 "NY" "unknown" 4
"1309" 32 "OH" "false" 22
"1310" 32 "OH" "unknown" 1
"1311" 32 "OH,CA" "false" 1
"1312" 32 "OR" "true" 1
"1313" 32 "PA" "false" 24
"1314" 32 "PA" "unknown" 2
"1315" 32 "RI" "false" 4
"1316" 32 "SC" "false" 1
"1317" 32 "SC" "true" 10
"1318" 32 "TN" "false" 1
"1319" 32 "TN" "true" 11
"1320" 32 "TN" "unknown" 1
"1321" 32 "TN,TX" "true" 1
"1322" 32 "TX" "true" 2
"1323" 32 "TX" "unknown" 1
"1324" 32 "UT" "false" 1
"1325" 32 "VA" "false" 1
"1326" 32 "VA" "true" 15
"1327" 32 "VA" "unknown" 1
"1328" 32 "VA,WV" "true" 1
"1329" 32 "VT" "false" 6
"1330" 32 "VT" "unknown" 1
"1331" 32 "WI" "false" 4
"1332" 32 "WI" "true" 1
"1333" 32 "WI,MN" "false" 1
"1334" 33 "AL" "true" 8
"1335" 33 "AL" "unknown" 1
"1336" 33 "AR" "true" 5
"1337" 33 "CA" "false" 1
"1338" 33 "CA" "unknown" 1
"1339" 33 "CT" "false" 6
"1340" 33 "CT" "unknown" 1
"1341" 33 "DE" "false" 1
"1342" 33 "DE" "true" 2
"1343" 33 "FL" "true" 3
"1344" 33 "GA" "true" 10
"1345" 33 "IA" "false" 3
"1346" 33 "IL" "false" 9
"1347" 33 "IL" "true" 1
"1348" 33 "IL,MN,MO" "false" 1
"1349" 33 "IN" "false" 11
"1350" 33 "IN" "true" 1
"1351" 33 "IN,KS" "false" 1
"1352" 33 "KS" "unknown" 1
"1353" 33 "KY" "false" 1
"1354" 33 "KY" "true" 11
"1355" 33 "KY" "unknown" 1
"1356" 33 "LA" "true" 7
"1357" 33 "MA" "false" 14
"1358" 33 "MA" "unknown" 1
"1359" 33 "MD" "false" 2
"1360" 33 "MD" "true" 5
"1361" 33 "MD" "unknown" 1
"1362" 33 "ME" "false" 8
"1363" 33 "MI" "false" 5
"1364" 33 "MI,IA,WI" "true" 1
"1365" 33 "MN" "false" 1
"1366" 33 "MO" "true" 7
"1367" 33 "MO" "unknown" 2
"1368" 33 "MS" "true" 7
"1369" 33 "MS,CA" "true" 1
"1370" 33 "NC" "true" 9
"1371" 33 "NC" "unknown" 1
"1372" 33 "NE" "unknown" 1
"1373" 33 "NH" "false" 7
"1374" 33 "NJ" "false" 6
"1375" 33 "NJ" "unknown" 1
"1376" 33 "NM" "unknown" 1
"1377" 33 "NY" "false" 35
"1378" 33 "NY" "unknown" 3
"1379" 33 "NY,MI" "false" 1
"1380" 33 "OH" "false" 21
"1381" 33 "OH" "unknown" 2
"1382" 33 "OH,CA" "false" 1
"1383" 33 "OR" "true" 1
"1384" 33 "PA" "false" 24
"1385" 33 "PA" "unknown" 4
"1386" 33 "RI" "false" 4
"1387" 33 "SC" "true" 8
"1388" 33 "TN" "false" 1
"1389" 33 "TN" "true" 12
"1390" 33 "TN,TX" "true" 1
"1391" 33 "TX" "true" 3
"1392" 33 "UT" "false" 1
"1393" 33 "VA" "false" 1
"1394" 33 "VA" "true" 13
"1395" 33 "VA" "unknown" 1
"1396" 33 "VA,WV" "true" 1
"1397" 33 "VT" "false" 5
"1398" 33 "VT" "unknown" 1
"1399" 33 "WA" "false" 1
"1400" 33 "WI" "false" 3
"1401" 33 "WI" "true" 1
"1402" 33 "WI" "unknown" 1
"1403" 34 "AL" "true" 9
"1404" 34 "AR" "true" 4
"1405" 34 "CA" "unknown" 2
"1406" 34 "CT" "false" 5
"1407" 34 "CT" "unknown" 1
"1408" 34 "DE" "false" 2
"1409" 34 "DE" "true" 3
"1410" 34 "FL" "true" 3
"1411" 34 "GA" "true" 10
"1412" 34 "IA" "false" 2
"1413" 34 "IA" "unknown" 1
"1414" 34 "IL" "false" 9
"1415" 34 "IL" "true" 2
"1416" 34 "IL" "unknown" 1
"1417" 34 "IN" "false" 12
"1418" 34 "IN" "true" 1
"1419" 34 "KS" "unknown" 1
"1420" 34 "KY" "true" 11
"1421" 34 "KY" "unknown" 1
"1422" 34 "LA" "true" 5
"1423" 34 "LA" "unknown" 1
"1424" 34 "MA" "false" 13
"1425" 34 "MD" "false" 1
"1426" 34 "MD" "true" 7
"1427" 34 "ME" "false" 8
"1428" 34 "ME" "unknown" 1
"1429" 34 "MI" "false" 6
"1430" 34 "MI,IA,WI" "true" 1
"1431" 34 "MN" "false" 1
"1432" 34 "MO" "true" 8
"1433" 34 "MO" "unknown" 2
"1434" 34 "MS" "true" 7
"1435" 34 "MS,CA" "true" 1
"1436" 34 "NC" "true" 9
"1437" 34 "NC" "unknown" 1
"1438" 34 "NE" "false" 1
"1439" 34 "NH" "false" 5
"1440" 34 "NJ" "false" 6
"1441" 34 "NJ" "unknown" 1
"1442" 34 "NM" "unknown" 2
"1443" 34 "NY" "false" 33
"1444" 34 "NY" "true" 1
"1445" 34 "NY" "unknown" 1
"1446" 34 "OH" "false" 23
"1447" 34 "OH,CA" "false" 1
"1448" 34 "OR" "true" 1
"1449" 34 "PA" "false" 25
"1450" 34 "PA" "unknown" 2
"1451" 34 "RI" "false" 4
"1452" 34 "SC" "true" 8
"1453" 34 "TN" "false" 2
"1454" 34 "TN" "true" 10
"1455" 34 "TN,TX" "true" 1
"1456" 34 "TX" "true" 2
"1457" 34 "TX" "unknown" 1
"1458" 34 "UT" "false" 1
"1459" 34 "VA" "false" 1
"1460" 34 "VA" "true" 13
"1461" 34 "VA" "unknown" 1
"1462" 34 "VA,WV" "true" 1
"1463" 34 "VT" "false" 6
"1464" 34 "WA" "true" 1
"1465" 34 "WI" "false" 4
"1466" 34 "WI" "true" 1
"1467" 35 "AL" "true" 9
"1468" 35 "AR" "true" 4
"1469" 35 "CA" "false" 3
"1470" 35 "CT" "false" 6
"1471" 35 "DE" "false" 2
"1472" 35 "DE" "true" 1
"1473" 35 "FL" "true" 3
"1474" 35 "GA" "true" 10
"1475" 35 "IA" "false" 2
"1476" 35 "IA" "true" 1
"1477" 35 "IL" "false" 11
"1478" 35 "IL" "true" 1
"1479" 35 "IL,MN,MO" "false" 1
"1480" 35 "IN" "false" 13
"1481" 35 "IN" "true" 1
"1482" 35 "KS" "false" 1
"1483" 35 "KY" "true" 11
"1484" 35 "KY" "unknown" 1
"1485" 35 "LA" "true" 5
"1486" 35 "LA" "unknown" 1
"1487" 35 "MA" "false" 14
"1488" 35 "MD" "true" 8
"1489" 35 "ME" "false" 8
"1490" 35 "MI" "false" 6
"1491" 35 "MI,IA,WI" "true" 1
"1492" 35 "MN" "false" 3
"1493" 35 "MN,MT" "false" 1
"1494" 35 "MO" "true" 9
"1495" 35 "MS" "true" 8
"1496" 35 "MS,CA" "true" 1
"1497" 35 "NC" "true" 10
"1498" 35 "NC" "unknown" 1
"1499" 35 "NE" "false" 1
"1500" 35 "NH" "false" 6
"1501" 35 "NJ" "false" 6
"1502" 35 "NJ" "unknown" 1
"1503" 35 "NM" "unknown" 1
"1504" 35 "NY" "false" 33
"1505" 35 "NY" "true" 1
"1506" 35 "NY" "unknown" 2
"1507" 35 "OH" "false" 23
"1508" 35 "OH,NY" "false" 1
"1509" 35 "OR" "false" 2
"1510" 35 "OR" "true" 1
"1511" 35 "PA" "false" 27
"1512" 35 "PA" "unknown" 2
"1513" 35 "RI" "false" 4
"1514" 35 "SC" "false" 1
"1515" 35 "SC" "true" 10
"1516" 35 "TN" "false" 2
"1517" 35 "TN" "true" 10
"1518" 35 "TN,TX" "true" 1
"1519" 35 "TX" "true" 5
"1520" 35 "UT" "false" 1
"1521" 35 "VA" "true" 13
"1522" 35 "VA" "unknown" 1
"1523" 35 "VA,WV" "true" 1
"1524" 35 "VT" "false" 5
"1525" 35 "WA" "false" 1
"1526" 35 "WI" "false" 5
"1527" 36 "AL" "true" 9
"1528" 36 "AR" "true" 4
"1529" 36 "CA" "false" 2
"1530" 36 "CA" "true" 1
"1531" 36 "CA" "unknown" 2
"1532" 36 "CA,IA" "false" 1
"1533" 36 "CT" "false" 6
"1534" 36 "DE" "false" 2
"1535" 36 "DE" "true" 1
"1536" 36 "FL" "true" 3
"1537" 36 "GA" "true" 10
"1538" 36 "IA" "false" 3
"1539" 36 "IL" "false" 10
"1540" 36 "IL" "true" 1
"1541" 36 "IL,OR" "false" 1
"1542" 36 "IN" "false" 12
"1543" 36 "IN" "true" 1
"1544" 36 "KS" "false" 2
"1545" 36 "KY" "true" 11
"1546" 36 "KY" "unknown" 1
"1547" 36 "LA" "true" 5
"1548" 36 "LA" "unknown" 1
"1549" 36 "MA" "false" 13
"1550" 36 "MD" "false" 1
"1551" 36 "MD" "true" 7
"1552" 36 "ME" "false" 10
"1553" 36 "MI" "false" 6
"1554" 36 "MI,AL" "false" 1
"1555" 36 "MN" "false" 4
"1556" 36 "MO" "true" 10
"1557" 36 "MS" "true" 7
"1558" 36 "MS,CA" "true" 1
"1559" 36 "NC" "true" 9
"1560" 36 "NC" "unknown" 1
"1561" 36 "NE" "false" 2
"1562" 36 "NH" "false" 5
"1563" 36 "NJ" "false" 6
"1564" 36 "NJ" "unknown" 1
"1565" 36 "NM" "unknown" 1
"1566" 36 "NY" "false" 34
"1567" 36 "NY" "unknown" 1
"1568" 36 "NY,NE" "false" 1
"1569" 36 "OH" "false" 22
"1570" 36 "OH" "unknown" 1
"1571" 36 "OH,NY" "false" 1
"1572" 36 "OR" "false" 1
"1573" 36 "OR" "true" 1
"1574" 36 "PA" "false" 28
"1575" 36 "RI" "false" 3
"1576" 36 "RI" "unknown" 1
"1577" 36 "SC" "false" 1
"1578" 36 "SC" "true" 7
"1579" 36 "TN" "true" 12
"1580" 36 "TX" "true" 5
"1581" 36 "UT" "true" 1
"1582" 36 "VA" "false" 1
"1583" 36 "VA" "true" 14
"1584" 36 "VA" "unknown" 1
"1585" 36 "VT" "false" 5
"1586" 36 "WA" "false" 1
"1587" 36 "WI" "false" 5
"1588" 37 "AR" "true" 2
"1589" 37 "CA" "false" 4
"1590" 37 "CA" "unknown" 1
"1591" 37 "CA,IA" "false" 1
"1592" 37 "CO" "unknown" 1
"1593" 37 "CT" "false" 6
"1594" 37 "DE" "false" 1
"1595" 37 "DE" "true" 2
"1596" 37 "DK" "unknown" 1
"1597" 37 "IA" "false" 4
"1598" 37 "IL" "false" 13
"1599" 37 "IL" "true" 1
"1600" 37 "IL,OR" "false" 1
"1601" 37 "IN" "false" 13
"1602" 37 "IN" "true" 1
"1603" 37 "IN" "unknown" 1
"1604" 37 "IN,KS" "false" 1
"1605" 37 "KS" "false" 2
"1606" 37 "KY" "true" 15
"1607" 37 "LA" "false" 1
"1608" 37 "LA" "unknown" 1
"1609" 37 "MA" "false" 16
